Sno,Brand,Category,Product_type,Product_Name,Product_code,Price
442,BIBA,Women,Kurta,OLIVE GREEN LIVA STRAIGHT PRINTED 2 PIECE SET,AWADHCH2111AW23OLVGRN,"₹3,599"
443,BIBA,Women,Kurta,ROHIT BAL BLACK COTTON SILK STRAIGHT PRINTED KURTA SET,CKD9345AW23BLK,"₹6,995"
444,BIBA,Women,Kurta,YELLOW POLY VISCOSE A-LINE PRINTED KURTA PALAZZO SUIT SET,SKDASRTD8985AW23YEL,"₹5,995"
445,BIBA,Women,Kurta,BLACK COTTON STRAIGHT KURTA PALAZZO SUIT SET,SKDDABU9028AW23BLK,"₹4,999"
446,BIBA,Women,Kurta,MEGANTA VISCOSE BROCADE ANARKALI KURTA FLARED PALAZZO SUIT SET,SKDTHEGOLD8966AW23MGT,"₹12,900"
447,BIBA,Women,Kurta,CHARCOAL COTTON ANARKALI PRINTED KURTA RELAXED SALWAR SUIT SET,SKDIKATSTO8991AW23CHAR,"₹5,995"
448,BIBA,Women,Kurta,FUCHSIA POLY COTTON STRAIGHT KURTA PANT SUIT SET,SKDASRTD8907AW23FUS,"₹3,999"
449,BIBA,Women,Kurta,ROHIT BAL IVORY COTTON SILK STRAIGHT PRINTED SUIT SET,CKD9490AW23IVRY,"₹12,950"
450,Pantaloons,KIDS,Dresses,Medium Blue Printed Rayon Shirt Collar Girls Flared Dresses,,1749
451,Pantaloons,KIDS,Dresses,White Printed Rayon Round Neck Girls Flared Dresses,,--------
452,Pantaloons,KIDS,Dresses,Pink Embroidered Cotton Round Neck Girls Flared Dresses,,1749
453,Pantaloons,KIDS,Dresses,Aqua Printed Cotton Shoulder Straps Girls Flared Dresses,,1699
454,Pantaloons,KIDS,Dresses,Navy Printed Cotton Satin Round Neck Girls Flared Dresses,,1499
455,Pantaloons,KIDS,Dresses,Navy Printed Cotton Satin Round Neck Girls Flared Dresses,,1749
456,Pantaloons,KIDS,Dresses,Yellow Solid Cotton Round Neck Girls Flared Dresses,,--------
457,Pantaloons,KIDS,Dresses,White Printed Rayon Round Neck Girls Regular Fit Dresses,,1649
458,Pantaloons,KIDS,Dresses,Pink Checked Casual Sleeveless Square Neck Baby Flared Dresses,,1499
459,Pantaloons,KIDS,Dresses,Yellow Solid Rayon Round Neck Girls Flared Dresses,,1749
460,Pantaloons,KIDS,Dresses,Pink Solid Rayon Square Neck Girls Regular Fit Dresses,,1749
461,Pantaloons,KIDS,Dresses,Yellow Checked Cotton Shirt Collar Girls Flared Dresses,,1749
462,Pantaloons,KIDS,Dresses,Medium Blue Printed Rayon Shirt Collar Girls Regular Fit Dresses,,1999
463,Pantaloons,KIDS,Dresses,White Solid Cotton Round Neck Girls Flared Dresses,,1749
464,Pantaloons,KIDS,Dresses,Yellow Solid Rayon Round Neck Girls Flared Dresses,,1999
465,Pantaloons,KIDS,Dresses,White Printed Rayon Round Neck Girls Flared Dresses,,--------
466,Pantaloons,KIDS,Dresses,Green Printed Rayon Square Neck Girls Regular Fit Dresses,,1749
467,Pantaloons,KIDS,Dresses,Yellow Printed Rayon Shoulder Straps Girls Flared Dresses,,1999
468,Pantaloons,KIDS,Dresses,Medium Blue Printed Cotton Shoulder Straps Girls Regular Fit Dresses,,1999
469,Pantaloons,KIDS,Dresses,Red Solid Cotton Round Neck Girls Flared Dresses,,1749
470,Pantaloons,KIDS,Dresses,Pink Printed Rayon Round Neck Girls Regular Fit Dresses,,1749
471,Pantaloons,KIDS,Dresses,Yellow Checked Casual Sleeveless Square Neck Baby Flared Dresses,,1499
472,Pantaloons,KIDS,Dresses,White Printed Rayon Round Neck Girls Flared Dresses,,1999
473,Pantaloons,KIDS,Dresses,White Printed Rayon Square Neck Girls Regular Fit Dresses,,1749
474,Pantaloons,KIDS,Dresses,Yellow Checked Cotton Shirt Collar Girls Flared Dresses,,--------
475,Pantaloons,KIDS,Dresses,Pink Print Casual Half Sleeves Round Neck Baby Flared Fit Dresses,,999
476,Pantaloons,KIDS,Dresses,Green Solid Cotton Square Neck Girls Flared Fit Dresses,,1849
477,Pantaloons,KIDS,Dresses,Yellow Print Casual Cap Sleeves Strappy Neck Baby Regular Fit Dresses,,--------
478,Pantaloons,KIDS,Dresses,Pink Print Casual Sleeveless Strappy Neck Baby Regular Fit Dresses,,--------
479,Pantaloons,KIDS,Dresses,Medium Blue Solid Cotton Regular Collar Girls Regular Fit Dresses,,--------
480,Pantaloons,KIDS,Dresses,Medium Blue Print Casual Half Sleeves Round Neck Baby Regular Fit Dresses,,799
481,Pantaloons,KIDS,Dresses,Off White Print Cotton Crew Neck Girls Regular Fit Dresses,,799
482,Pantaloons,KIDS,Dresses,Pink Print Cotton Round Neck Girls Regular Fit Dresses,,799
483,Pantaloons,KIDS,Dresses,Black Print Cotton Round Neck Girls Regular Fit Dresses,,799
484,Pantaloons,KIDS,Dresses,Peach Print Cotton Round Neck Girls Regular Fit Dresses,,999
485,Pantaloons,KIDS,Dresses,Coral Print Casual Half Sleeves Crew Neck Baby Comfort Fit Dress,,799
486,Pantaloons,KIDS,Dresses,Pink Print Cotton Crew Neck Girls Regular Fit Dresses,,799
487,Pantaloons,KIDS,Dresses,Orange Print Casual Half Sleeves Crew Neck Baby Regular Fit Dresses,,799
488,Pantaloons,KIDS,Dresses,Medium Blue Cut & Sew Cotton Crew Neck Girls Regular Fit Dresses,,799
489,Pantaloons,KIDS,Dresses,Yellow Print Casual Cap Sleeves Round Neck Baby Regular Fit Dresses,,799
490,Pantaloons,KIDS,Dresses,Medium Blue Solid Cotton Poly Elastane Crew Neck Girls Regular Fit Dresses,,2249
491,Pantaloons,KIDS,Dresses,Light Blue Solid Cotton Poly Elastane Crew Neck Girls Regular Fit Dresses,,799
492,Pantaloons,KIDS,Dresses,Light Blue Cut & Sew Cotton Crew Neck Girls Regular Fit Dresses,,799
493,Pantaloons,KIDS,Dresses,Navy Print Knee Length Casual Girls Regular Fit Dress,,799
494,Pantaloons,KIDS,Dresses,Pink Print Knee Length Casual Girls Regular Fit Dress,,799
495,Pantaloons,KIDS,Dresses,Light Blue Solid Knee Length Casual Girls Regular Fit Dress,,799
496,Pantaloons,KIDS,Dresses,Lilac Print Casual Sleeveless Crew Neck Baby Comfort Fit Dress,,749
497,Pantaloons,KIDS,Dresses,White Print Casual Sleeveless Crew Neck Baby Comfort Fit Dress,,799
498,Pantaloons,KIDS,Dresses,Pink Print Casual Sleeveless Crew Neck Baby Comfort Fit Dress,,799
499,Pantaloons,KIDS,Dresses,Medium Blue Solid Knee Length Casual Girls Regular Fit Dress,,799
500,Pantaloons,KIDS,Dresses,Navy Print Casual Half Sleeves Crew Neck Baby Comfort Fit Dress,,799
501,Pantaloons,KIDS,Dresses,Multi-coloured Print Casual Half Sleeves Crew Neck Baby Regular Fit Dress,,799
502,Pantaloons,KIDS,Dresses,Pink Print Casual Cap Sleeves Round Neck Baby Regular Fit Dress,,999
503,Pantaloons,KIDS,Dresses,Medium Blue Print Knee Length Casual Girls Regular Fit Dress,,799
504,Pantaloons,KIDS,Dresses,Medium Blue Solid Knee Length Casual Girls Regular Fit Dress,,799
505,Pantaloons,KIDS,Dresses,Medium Blue Print Knee Length Casual Girls Regular Fit Dress,,799
506,Pantaloons,KIDS,Dresses,Medium Blue Print Casual Cap Sleeves Round Neck Baby Regular Fit Dress,,799
507,Pantaloons,KIDS,Dresses,Medium Blue Print Casual Half Sleeves Peter Pan Collar Baby Regular Fit Dress,,1749
508,Pantaloons,KIDS,Dresses,Multi-coloured Print Casual Half Sleeves Crew Neck Baby Regular Fit Dress,,799
509,Pantaloons,KIDS,Dresses,Multi-coloured Print Casual Cap Sleeves Crew Neck Baby Regular Fit Dress,,799
510,Pantaloons,KIDS,Dresses,Medium Blue Print Knee Length Casual Girls Regular Fit Dress,,1299
511,Pantaloons,KIDS,Dresses,Medium Blue Solid Knee Length Casual Girls Regular Fit Dress,,1299
512,Pantaloons,KIDS,Dresses,Multi-coloured Print Casual Half Sleeves Round Neck Baby Regular Fit Dress,,1299
513,Pantaloons,KIDS,Dresses,Pink Textured Full Length Casual Girls Regular Fit Dress,,1299
514,Pantaloons,KIDS,Dresses,Navy Solid Casual Full Sleeves Round Neck Baby Regular Fit Dress,,1299
515,Pantaloons,KIDS,Dresses,Pink Cut & Sew Casual Full Sleeves Round Neck Baby Regular Fit Dress,,1299
516,Pantaloons,KIDS,Dresses,Medium Blue Print Casual Short Sleeves Peter Pan Collar Baby Regular Fit Dress,,1749
517,Pantaloons,KIDS,Dresses,Multi-coloured Cut & Sew Full Length Casual Girls Regular Fit Dress,,1299
518,Pantaloons,KIDS,Dresses,Medium Blue Print Casual Half Sleeves Round Neck Baby Regular Fit Dress,,1299
519,Pantaloons,KIDS,Dresses,Off White Print Casual Half Sleeves Round Neck Baby Regular Fit Dress,,1299
520,Pantaloons,KIDS,Dresses,Yellow Print Casual Half Sleeves Round Neck Baby Regular Fit Dress,,1299
521,Pantaloons,KIDS,Dresses,Maroon Self Design Knee Length Casual Girls Regular Fit Dress,,1299
522,Pantaloons,KIDS,Dresses,Medium Blue Self Design Knee Length Casual Girls Regular Fit Dress,,1299
523,Pantaloons,KIDS,Dresses,Multi-coloured Cut & Sew Full Length Casual Girls Regular Fit Dress,,1299
524,Pantaloons,KIDS,Dresses,Green Cut & Sew Casual Full Sleeves Round Neck Baby Regular Fit Dress,,999
525,Pantaloons,KIDS,Dresses,Medium Blue Print Casual 3/4th Sleeves Peter Pan Collar Baby Regular Fit Dress,,1299
526,Pantaloons,KIDS,Dresses,Green Cut & Sew Casual Full Sleeves Round Neck Baby Regular Fit Dress,,1299
527,Pantaloons,KIDS,Dresses,Navy Print Casual Full Sleeves Round Neck Baby Regular Fit Dress,,1299
528,Pantaloons,KIDS,Dresses,Pink Casual Half Sleeves Round Neck Baby Regular Fit Dress,,1299
529,Pantaloons,KIDS,Dresses,Green Check Knee Length Casual Girls Regular Fit Dress,,1299
530,Pantaloons,KIDS,Dresses,Pink Full Length Casual Girls Regular Fit Dress,,1299
531,Pantaloons,KIDS,Dresses,Multi-coloured Knee Length Casual Girls Regular Fit Dress,,1299
532,Pantaloons,KIDS,Dresses,Medium Blue Casual Sleeveless Round Neck Baby Regular Fit Dress,,1249
533,Pantaloons,KIDS,Dresses,Navy Casual Sleeveless Baby Regular Fit Dress,,1299
534,Pantaloons,KIDS,Dresses,Pink Print Casual Sleeveless Strappy Neck Baby Regular Fit Dress,,1499
535,Pantaloons,KIDS,Dresses,Red Self Design Full Length Casual Girls Regular Fit Dress,,1299
536,Pantaloons,KIDS,Dresses,Purple Full Length Casual Girls Regular Fit Dress,,1299
537,Pantaloons,KIDS,Dresses,Medium Blue Full Length Casual Girls Regular Fit Dress,,1299
538,Pantaloons,KIDS,Dresses,Black Full Length Casual Girls Regular Fit Dress,,1299
539,Pantaloons,KIDS,Dresses,Navy Full Length Casual Girls Regular Fit Dress,,1299
540,Pantaloons,KIDS,Dresses,Multi-coloured Knee Length Casual Girls Regular Fit Dress,,1299
541,Pantaloons,KIDS,Dresses,Red Full Length Casual Girls Regular Fit Dress,,1299
542,Pantaloons,KIDS,Dresses,Navy Cut & Sew CASUAL Girls Regular Fit Dress,,1499
543,Pantaloons,KIDS,Dresses,Pink Print Full Length Casual Girls Regular Fit Dress,,1499
544,Pantaloons,KIDS,Dresses,Yellow Print Casual Full Sleeves Round Neck Baby Regular Fit Dress,,1249
545,Pantaloons,KIDS,Dresses,Yellow Print Casual Full Sleeves Round Neck Baby Regular Fit Dress,,1299
546,Pantaloons,KIDS,Dresses,Green Print Casual Sleeveless Baby Regular Fit Dress,,1299
547,Pantaloons,KIDS,Dresses,Yellow Print Casual Full Sleeves Round Neck Baby Regular Fit Dress,,1299
548,Pantaloons,KIDS,Dresses,Navy Print Casual Full Sleeves Round Neck Baby Regular Fit Dress,,1249
549,Pantaloons,KIDS,Dresses,Light Green Print Casual Half Sleeves Baby Regular Fit Dress,,1299
550,Intune,Boys,T-Shirt,Printed Cotton Polo Boys T-Shirt,S24K-JBTSHN134_MULTI,299
551,Intune,Boys,T-Shirt,Printed Cotton Polo Boys T-Shirt,S24K-JBTSHN122_MULTI,299
552,Intune,Boys,T-Shirt,Printed Cotton Polo Boys T-Shirt,S24K-JBTSHN129_MULTI,299
553,Intune,Boys,T-Shirt,Car Graphic Print Cotton Round Neck Boys T-Shirt,A23K-JBTSHK022_NAVY,199
554,Life,Boys,T-Shirt Fit,Solid Cotton Regular Fit Boys Track Pants,S24711BTRCK01_BLACK,399
555,Infuse,Boys,T-Shirt,Solid Cotton Regular Fit Boys Shorts,A21INFBJNS43A_MID_STONE,399
556,Stop,Boys,T-Shirt,Printed Character Cotton Round Neck Boys T-Shirt,A23710BMARTEE03_YELLOW,399
557,Life,Boys,T-Shirt,Checks Cotton Collar Neck Boys Shirts,A22711BSHT02_ORANGE,399
558,Pipin,Boys,T-Shirt,Printed Cotton Polo Boy's T-Shirt,B13113DBLUE_NAVY_BLUE,399
559,Intune,Boys,T-Shirt,A Day at the Beach Cotton T-shirt for Boys,S23K-JBTSHK041_WHITE,199
560,Pipin,Boys,T-Shirt,Printed Cotton Round Neck Boy's T-Shirt,B14027DY_YELLOW,399
561,Stop,Boys,T-Shirt,Solid Cotton Collar Neck Boy's Shirt,S23710BSHIRT14_LILAC,399
562,Stop,Boys,T-Shirt,Solid Denim Regular Fit Boys Jeans,A23710BJNS11_INDIGO,399
563,Life,Boys,T-Shirt,Tie And Dye Cotton Regular Fit Boy's Shorts,S23711BKSHRT12_GREEN,399
564,Intune,Boys,T-Shirt,Printed Cotton Polo Boys T-Shirt,S24K-JBTSHN125_BLUE,299
565,Intune,Boys,T-Shirt,Dino Graphic Print Cotton Round Neck Boys T-Shirt,A23K-JBTSHK004_WHITE,199
566,Life,Boys,Zipper,Solid Denim Regular Fit Boys Shorts,S22711SHRT002_MID_STONE,399
567,Stop,Boys,T-Shirt,Tie And Dye Cotton Round Neck Boy's T-Shirt,S23710BTEE054_GREEN,399
568,Stop,Boys,Full Sleeves,Checks Cotton Collar Neck Boys Shirt,A23710BSHIRT18_NAVY,399
569,Stop,Boys,T-Shirt,Stripes Cotton Collar Neck Boy's Shirt,S23710BSHIRT24_WHITE,399
570,Stop,Boys,T-Shirt,Solid Cotton Regular Fit Boy's Shorts,CORE710SHRT02_YELLOW,399
571,Life,Boys,--------,Printed Cotton Regular Fit Boys Track Pants,A23711BTRACK09_OLIVE,399
572,Intune,Boys,T-Shirt,Graphic Print Cotton Round Neck Boys T-Shirt,S24K-SBTSHK248_WHITE,199
573,Stop,Boys,T-Shirt,Solid Denim Regular Fit Boys Jeans,A23710BJNS04_MID_STONE,399
574,Stop,Boys,T-Shirt,Solid Cotton Regular Fit Boy's Shorts,S23710BWSHRT03_COBALT,399
575,Life,Boys,T-Shirt,Printed Cotton Collar Neck Boys Shirt,A22711BSHT20_BLUE,399
576,Intune,Boys,T-Shirt,Printed Cotton Polo Boys T-Shirt,S24K-JBTSHN128_WHITE,299
577,Life,Boys,T-Shirt,Solid Cotton Collar Neck Boy's Shirt,S23711BSHIRT11_PEACH,399
578,Stop,Boys,T-Shirt,Stripes Cotton Round Neck Boy's T-Shirt,S23710BTEE033_GREEN,399
579,Arrow Sport,Boys,T-Shirt,Solid Cotton Collar Neck Boys Shirt,A23711BSHIRT10_MID_STONE,399
580,Stop,Boys,Button,Solid Cotton Regular Fit Boy's Shorts,S23710BWSHRT06_BLACK,399
581,Life,Boys,Shorts,Solid Cotton Regular Fit Boy's Shorts,S23711BKSHRT04_BLACK,299
582,Crimsoune Club,Boys,Track Pants,Solid Cotton Regular Fit Boys Track pants,S23CSBW220282BR_BROWN,719
583,Intune,--------,Casual Wear,Printed Rayon Collared Boys Shirt,S24K-JBSHIN214_MULTI,--------
584,Stop,Boys,Shorts,Solid Cotton Collar Neck Boy's T-Shirt,S23710BPTEE02_ORANGE,239
585,Stop,Boys,Shirt,Color Block Cotton Collar Neck Boys Shirt,A23710BSHIRT01_NAVY,449
586,Stop,Boys,Shorts,Cotton Regular Fit Boy's Shorts,S23710BDSHRT06_STONE,319
587,Stop,Boys,T-Shirt,Solid Poly Cotton Round Neck Boy's T-Shirt,S23711BTEE026_GREEN,199
588,Life,Boys,Denim,Solid Denim Regular Fit Boys Jeans,A22711BJNS07_MID_STONE,449
589,Stop,Boys,T-Shirt,Printed Cotton Round Neck Boys T-Shirt,A23710BTEE36_YELLOW,199
590,Stop,Boys,--------,Color Block Cotton Regular Fit Boys Track Pants,A23710BTRACK02_NAVY,349
591,Stop,Boys,T-Shirt,Printed Cotton Round Neck Boys T-Shirt,A23710BTEE33_WHITE,199
592,Stop,Boys,Zipper,Solid Denim Regular Fit Boys Jeans,A23710BJNS07_TINT,524
593,Life,Boys,Denim,Solid Denim Regular Fit Boy's Shorts,S23711BDSHRT02_MID_STONE,399
594,Stop,Boys,Hip Length,Printed Cotton Boys Briefs,FS01BBRF01_ASSORTED,104
595,Life,Boys,Shorts,Solid Cotton Regular Fit Boy's Shorts,S23711BKSHRT02_RED,239
596,Intune,--------,T-Shirt,Printed Cotton Polo Boys T-Shirt,S24K-JBTSHN133_GREEN,--------
597,Life,Boys,Shorts,Solid Cotton Regular Fit Boy's Shorts,S23711BKSHRT08_BLACK,279
598,Stop,Boys,Shorts,Solid Cotton Collar Neck Boy's Shirt,S23710BSHIRT12_YELLOW,359
599,Stop,Boys,T-Shirt,Printed Character Cotton Round Neck Boys T-Shirt,A23710BMARTEE10_NAVY,299
600,Life,Boys,--------,Checks Cotton Collar Neck Boys Shirt,A22711BSHT04_GREEN,269
601,Stop,Boys,T-Shirt,Printed Cotton Round Neck Boys T-Shirt,A23710BTEE38_ORANGE,249
602,Life,Boys,T-Shirt,Printed Character Cotton Round Neck Boys T-Shirt,A23711BMARTEE16_RED,349
603,Stop,Boys,T-Shirt,Solid Poly Cotton Round Neck Boy's T-Shirt,S23710BTEE048_BLUE,199
604,Stop,Boys,Kurta,Embroidered PST Mandarin Boys Kurta Pyjama Jacket Set,AW22740KP020_MAROON,749
605,Stop,Boys,Shorts,Stripes Cotton Collar Neck Boys Shirt,A23710BSHIRT35_NAVY,399
606,Stop,Boys,Shorts,Cotton Regular Fit Boy's Shorts,S23710BDSHRT04_INDIGO,399
607,Life,Boys,Shorts,Solid Poly Cotton Regular Fit Boy's Shorts,S23711BKSHRT01_ECRU,239
608,Stop,Boys,T-Shirt,Printed Cotton Round Neck Boys T-Shirt,A22710BTEE059_BLUE,149
609,Infuse,Boys,Shorts,Solid Cotton Slim Fit Boys Jeans,INFBJNRSS100A_BLACK,449
